,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Exterior 1st,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Misc Val,Yr Sold,SalePrice,is_remodeled,bsmt_cond_dmy,fireplace_qu_dmy,garage_cond_dmy,is_new,is_SBrkr,has_stone_mas_vnr,lot_is_regular,has_slope
1443,85,RL,90.0,10012,Lvl,Inside,Edwards,Norm,1Fam,Sep,4,5,Gable,Plywood,0.0,TA,TA,CBlock,Av,BLQ,Rec,1138.0,TA,Y,1181,1,TA,Typ,missing,Detchd,588.0,Y,0,0,180,0,0,2008,11.831379196088763,1,0,0,1,0,1,0,1,0
2177,20,RL,80.0,10000,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,5,Gable,VinylSd,166.0,Gd,TA,PConc,No,GLQ,Unf,1441.0,Ex,Y,1392,1,Gd,Typ,Gd,Attchd,650.0,Y,168,49,0,0,0,2007,12.2783933071098,1,0,0,1,0,1,0,1,0
571,20,RL,70.0,9100,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,VinylSd,0.0,TA,TA,CBlock,No,BLQ,Rec,925.0,Ex,Y,925,1,TA,Typ,missing,Detchd,429.0,Y,0,0,0,0,0,2009,11.67419361256635,1,0,0,1,0,1,0,1,0
345,60,RL,59.0,7837,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,7,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,799.0,Gd,Y,1571,1,TA,Typ,TA,Attchd,380.0,Y,0,40,0,0,0,2009,12.089538829274222,0,0,0,1,0,1,0,0,0
1428,60,RL,64.0,8320,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,GLQ,Unf,770.0,Ex,Y,1582,1,Gd,Typ,missing,Attchd,520.0,Y,0,45,0,0,0,2008,12.132964173709535,1,0,0,1,0,1,0,1,0
150,20,RL,74.0,5868,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,0.0,TA,TA,CBlock,No,BLQ,Rec,936.0,Ex,Y,936,1,TA,Typ,missing,Attchd,308.0,Y,0,0,80,160,0,2010,11.76756768334381,0,0,0,1,0,1,0,1,0
2542,85,RL,69.0,10205,Lvl,Inside,NAmes,Norm,1Fam,Sep,5,5,Gable,MetalSd,0.0,TA,TA,CBlock,Av,BLQ,Unf,925.0,TA,Y,999,1,TA,Typ,missing,Attchd,300.0,Y,150,72,0,0,0,2006,11.809319478024031,1,0,0,1,0,1,0,0,0
2206,90,RL,100.0,25000,Low,Inside,Mitchel,Norm,Duplex,1Story,5,4,Gable,HdBoard,0.0,TA,TA,CBlock,Av,Unf,Unf,1632.0,TA,Y,1632,2,TA,Typ,missing,Attchd,576.0,P,0,0,0,0,0,2007,11.870599909242044,1,0,0,1,0,1,0,1,0
1701,60,RL,58.0,9487,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,0.0,TA,TA,PConc,No,GLQ,Unf,915.0,Ex,Y,1690,1,TA,Typ,TA,Attchd,442.0,Y,0,50,0,0,0,2007,12.138863895836725,1,0,0,1,0,1,0,0,0
1149,80,RL,68.253174,11104,Lvl,Inside,NWAmes,Norm,1Fam,Sep,6,6,Gable,MetalSd,0.0,TA,TA,CBlock,Av,GLQ,Unf,1427.0,Gd,Y,1427,1,TA,Typ,missing,Attchd,516.0,Y,0,0,0,216,0,2008,12.117241431823558,1,0,0,1,0,1,0,0,0
413,60,RL,96.0,11308,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,Gable,VinylSd,154.0,Ex,TA,PConc,Av,GLQ,Unf,1104.0,Ex,Y,2184,1,Ex,Typ,Gd,Attchd,836.0,Y,0,102,0,0,0,2009,12.721885810807203,1,0,0,1,0,1,1,0,0
28,160,RM,21.0,1680,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,381.0,TA,TA,CBlock,No,Unf,Unf,525.0,TA,Y,1092,1,TA,Typ,missing,Detchd,264.0,Y,0,0,0,0,0,2010,11.385092093460344,1,0,0,1,0,1,0,1,0
260,20,RL,48.0,10635,Lvl,FR,CollgCr,Norm,1Fam,1Story,8,5,Hip,VinylSd,171.0,Gd,TA,PConc,Av,BLQ,GLQ,1657.0,Ex,Y,1668,1,Gd,Typ,TA,Attchd,502.0,Y,0,262,0,0,0,2010,12.354492650648448,1,0,0,1,0,1,0,0,0
1883,50,RL,60.0,10134,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,0.0,TA,TA,CBlock,No,Unf,Unf,735.0,Gd,Y,1034,1,TA,Typ,missing,Detchd,240.0,Y,0,39,0,0,0,2007,11.59910316121128,0,0,0,1,0,0,0,1,0
2564,30,RM,52.0,7830,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,5,Gable,AsbShng,0.0,TA,TA,BrkTil,No,LwQ,Unf,492.0,TA,Y,492,1,TA,Typ,missing,Detchd,200.0,N,0,0,78,0,0,2006,11.02679245379461,0,0,0,1,0,1,0,1,0
2756,70,RL,54.0,7588,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,6,Gable,Stucco,0.0,TA,TA,BrkTil,No,LwQ,Unf,793.0,Gd,Y,1802,1,TA,Typ,Gd,Detchd,216.0,Y,0,0,40,0,0,2006,12.206572520571825,0,0,0,1,0,1,0,1,0
1098,20,RL,66.0,13695,Lvl,Inside,SawyerW,RRe,1Fam,1Story,5,5,Gable,VinylSd,0.0,TA,TA,PConc,No,GLQ,Unf,1114.0,Ex,Y,1114,1,Gd,Typ,missing,Detchd,576.0,Y,0,102,0,0,0,2008,11.976659481202368,1,0,0,1,0,1,0,1,0
2052,20,RL,65.0,8775,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,5,Gable,VinylSd,0.0,TA,TA,PConc,No,GLQ,Unf,990.0,Gd,Y,990,1,TA,Typ,missing,Attchd,299.0,Y,0,64,0,0,0,2007,11.744037185933616,1,0,0,1,0,1,0,1,0
1773,120,FV,45.0,4379,Lvl,FR,Somerst,Norm,TwnhsE,1Story,8,5,Gable,MetalSd,0.0,Gd,TA,PConc,Av,GLQ,Unf,1378.0,Ex,Y,1378,1,Gd,Typ,Gd,Attchd,540.0,Y,160,56,0,0,0,2007,12.273731294003989,1,0,0,1,0,1,0,0,0
1790,60,FV,68.253174,8010,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,Hip,CemntBd,0.0,Gd,TA,PConc,No,GLQ,Unf,1054.0,Ex,Y,2048,1,Gd,Typ,Gd,Detchd,552.0,Y,0,48,0,180,0,2007,12.614865543731012,0,0,0,1,0,1,0,0,0
2183,120,RM,68.253174,9763,Lvl,Inside,GrnHill,Norm,TwnhsE,1Story,7,5,Gable,Wd Sdng,239.0,Gd,TA,PConc,No,GLQ,ALQ,1502.0,Ex,Y,1502,1,Gd,Typ,TA,Attchd,286.0,Y,0,0,0,0,0,2007,12.706847933442663,1,0,0,1,0,1,0,0,0
637,50,RL,90.0,5400,Lvl,Corner,OldTown,Street,1Fam,1.5Fin,4,6,Gable,CBlock,0.0,Fa,TA,PConc,No,ALQ,Rec,840.0,Ex,Y,1374,1,TA,Typ,missing,Detchd,338.0,Y,0,0,198,0,0,2009,11.56171562913966,0,0,0,1,0,1,0,1,0
2060,60,RL,47.0,10820,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,Gd,GLQ,Unf,988.0,Ex,Y,1873,1,Gd,Typ,TA,Attchd,597.0,Y,202,123,0,0,0,2007,12.36946619243861,1,0,0,1,0,1,0,0,0
984,20,RL,63.0,12680,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,Gable,Plywood,102.0,Gd,TA,CBlock,Mn,GLQ,Unf,1675.0,Ex,Y,1688,1,Ex,Typ,Ex,Attchd,528.0,Y,0,48,0,141,0,2008,12.330500223905226,1,0,0,1,0,1,0,0,0
2611,30,RL,55.0,8250,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,7,Gable,Wd Sdng,0.0,TA,TA,Slab,missing,missing,missing,0.0,TA,N,1032,1,TA,Typ,TA,Detchd,260.0,Y,0,0,121,0,0,2006,11.736069016284437,0,1,0,1,0,1,0,1,0
145,190,RL,70.0,13587,Lvl,Inside,NAmes,Norm,2fmCon,1Story,5,5,Gable,MetalSd,0.0,TA,TA,CBlock,Av,Rec,Unf,988.0,TA,Y,988,1,TA,Typ,missing,Attchd,264.0,Y,0,0,0,0,0,2010,11.686878772093667,1,0,0,1,0,1,0,1,0
677,50,RM,56.0,10134,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,5,Gable,MetalSd,0.0,TA,TA,BrkTil,No,Unf,Unf,801.0,Gd,N,1447,1,TA,Typ,missing,Other,0.0,N,80,0,244,0,0,2009,11.542484267211773,0,0,0,0,0,1,0,1,0
768,50,RL,60.0,11409,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,4,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,LwQ,Unf,768.0,Gd,Y,1716,1,TA,Min2,Gd,Attchd,281.0,Y,0,0,0,160,0,2009,11.782952602183288,0,0,0,1,0,1,0,1,0
1704,60,RL,68.253174,11000,Lvl,FR,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,72.0,Gd,TA,PConc,No,Unf,Unf,969.0,Ex,Y,2285,1,Gd,Typ,TA,BuiltIn,648.0,Y,0,56,0,0,0,2007,12.421184025147118,1,0,0,1,0,1,0,1,0
318,160,RM,21.0,1476,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,4,7,Gable,CemntBd,0.0,TA,TA,CBlock,No,GLQ,Unf,546.0,Ex,Y,1092,1,TA,Typ,missing,Other,0.0,Y,200,26,0,0,0,2010,11.238488619268468,1,0,0,0,0,1,0,1,0
2376,20,FV,72.0,8640,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,GLQ,Unf,1278.0,Ex,Y,1278,1,Gd,Typ,missing,Attchd,584.0,Y,0,60,0,0,0,2006,12.19904803059321,1,0,0,1,1,1,0,1,0
1233,45,RL,64.0,6390,Lvl,Corner,NAmes,Street,1Fam,1.5Unf,6,7,Gable,MetalSd,0.0,TA,TA,CBlock,No,Unf,Unf,936.0,TA,Y,984,1,TA,Typ,missing,Detchd,280.0,Y,0,0,0,0,0,2008,11.630708500626612,1,0,0,1,0,0,0,1,0
2247,120,RL,30.0,3701,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,HdBoard,0.0,TA,TA,CBlock,No,Unf,Unf,1191.0,TA,Y,1204,1,TA,Typ,missing,Attchd,461.0,Y,120,70,0,0,0,2006,11.77528972943772,1,0,0,1,0,1,0,0,0
1620,160,RM,21.0,1890,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,285.0,TA,TA,CBlock,No,BLQ,Unf,672.0,TA,Y,1218,1,TA,Typ,missing,Detchd,264.0,Y,144,28,0,0,0,2007,11.635143097694478,1,0,0,1,0,1,0,1,0
2210,180,RM,68.253174,1533,Lvl,Inside,MeadowV,Norm,Twnhs,Sep,4,5,Gable,CemntBd,0.0,TA,TA,CBlock,Av,GLQ,Unf,530.0,TA,Y,992,1,TA,Typ,missing,BuiltIn,297.0,Y,112,97,0,0,0,2007,11.575900264131617,1,0,0,1,0,1,0,1,0
2151,20,RL,68.253174,21000,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,5,Hip,Wd Sdng,184.0,TA,Gd,CBlock,Mn,ALQ,Rec,1809.0,TA,Y,2259,1,Gd,Typ,Gd,Other,450.0,Y,166,120,192,0,0,2007,12.287652632522597,1,0,0,1,0,1,0,1,0
1275,75,RM,35.0,6300,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,6,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,Unf,Unf,742.0,Ex,Y,1484,1,TA,Typ,Gd,Other,0.0,Y,0,291,134,0,0,2008,11.759785542901755,0,0,0,0,0,1,0,1,0
1500,80,RM,75.0,6000,Lvl,Inside,IDOTRR,Norm,1Fam,Sep,5,5,Hip,HdBoard,0.0,Fa,TA,CBlock,Mn,Rec,Unf,624.0,Ex,Y,1656,1,TA,Mod,Po,Attchd,288.0,Y,0,180,0,100,0,2008,11.744037185933616,1,0,1,1,0,1,0,1,0
275,30,RL,67.0,4853,Bnk,Inside,SWISU,Street,1Fam,1Story,5,6,Gable,MetalSd,203.0,TA,TA,BrkTil,Mn,Rec,Unf,1107.0,Fa,N,1296,1,Fa,Typ,Gd,Detchd,260.0,Y,0,0,36,0,0,2010,11.55214617812351,0,0,0,1,0,0,0,1,0
2237,60,RL,70.0,11207,HLS,FR,Gilbert,Norm,1Fam,2Story,6,5,Gable,VinylSd,0.0,TA,TA,PConc,Av,GLQ,Unf,802.0,Gd,Y,1511,1,TA,Typ,TA,Attchd,413.0,Y,95,75,0,0,0,2006,12.128111104060462,1,0,0,1,0,1,0,0,0
2635,50,RL,81.0,15593,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,Gable,BrkFace,0.0,Gd,TA,CBlock,No,BLQ,Unf,1304.0,TA,Y,2287,1,TA,Typ,TA,Attchd,667.0,Y,0,21,114,0,0,2006,12.323855681186558,1,0,0,1,0,1,0,1,0
987,20,RL,56.0,18559,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,7,5,Hip,Plywood,383.0,Gd,Gd,CBlock,No,GLQ,Rec,2048.0,TA,Y,2064,1,Gd,Typ,Fa,Attchd,550.0,Y,200,0,0,0,0,2008,12.367340793126296,1,0,1,1,0,1,0,0,0
189,50,RM,50.0,6000,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,Rec,Unf,780.0,TA,Y,1416,1,TA,Typ,missing,Detchd,312.0,P,221,0,48,0,0,2010,11.848683160653573,0,0,0,1,0,1,0,1,0
1656,20,RL,70.0,9926,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,Gable,VinylSd,210.0,Gd,TA,PConc,Mn,GLQ,Unf,1614.0,Ex,Y,1614,1,Gd,Typ,missing,Attchd,878.0,Y,100,38,0,0,0,2007,12.41186655850927,0,0,0,1,0,1,0,0,0
2289,160,RM,21.0,1680,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,504.0,TA,TA,CBlock,No,ALQ,Unf,483.0,TA,Y,948,1,TA,Typ,missing,Detchd,264.0,Y,0,0,0,0,0,2006,11.396391648714276,1,0,0,1,0,1,0,1,0
1929,70,RM,35.0,4571,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,7,Gable,MetalSd,0.0,TA,TA,BrkTil,No,BLQ,Unf,616.0,Ex,Y,1232,1,TA,Typ,missing,Detchd,480.0,Y,280,0,143,0,0,2007,11.643953727376633,0,0,0,0,0,1,0,1,0
284,90,RL,78.0,15600,Lvl,Inside,Crawfor,Norm,Duplex,2Story,5,6,Gable,VinylSd,430.0,TA,Gd,CBlock,No,ALQ,Unf,1032.0,Ex,Y,2177,2,TA,Typ,missing,Detchd,484.0,Y,0,0,0,0,0,2010,12.2783933071098,0,0,0,1,0,1,0,1,0
2231,20,RL,90.0,11727,Lvl,Corner,NAmes,Norm,1Fam,1Story,7,6,Gable,HdBoard,434.0,TA,Gd,CBlock,Mn,Unf,Unf,1851.0,Gd,Y,1851,1,TA,Typ,TA,Attchd,506.0,Y,0,146,0,0,0,2006,12.165771348756648,1,0,0,1,0,1,0,1,0
1665,120,RL,44.0,6442,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,Gable,VinylSd,178.0,Gd,TA,PConc,Mn,GLQ,Unf,1370.0,Ex,Y,1370,1,Gd,Typ,Gd,Attchd,484.0,Y,120,49,0,0,0,2007,12.218495165528731,1,0,0,1,0,1,1,0,0
1996,20,RL,68.253174,8398,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,Gable,MetalSd,323.0,TA,Gd,CBlock,No,LwQ,BLQ,943.0,TA,Y,943,1,TA,Typ,missing,Detchd,528.0,Y,132,0,0,0,0,2007,11.809319478024031,1,0,0,1,0,1,0,0,0
1944,30,RL,98.0,8731,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,5,Gable,Stucco,0.0,TA,Fa,BrkTil,No,BLQ,Unf,915.0,TA,Y,1167,1,TA,Maj1,Gd,Detchd,495.0,Y,0,0,216,126,0,2007,11.877568578558138,0,0,0,1,0,1,0,0,0
646,20,RL,64.0,8712,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,Hip,MetalSd,0.0,TA,Gd,CBlock,Mn,BLQ,Unf,992.0,TA,Y,1306,1,TA,Typ,missing,Detchd,756.0,Y,0,0,0,0,0,2009,11.938193200374572,0,0,0,1,0,1,0,0,0
1373,60,RL,86.0,11839,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,Hip,HdBoard,99.0,TA,TA,PConc,No,GLQ,Unf,1475.0,Ex,Y,2329,1,Gd,Typ,Ex,Attchd,514.0,Y,192,121,0,0,0,2008,12.477167914377556,1,0,0,1,0,1,0,1,0
1976,30,RM,40.0,4800,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,7,Gable,MetalSd,0.0,TA,TA,CBlock,No,LwQ,Unf,1196.0,Ex,Y,1196,1,TA,Typ,missing,Detchd,440.0,Y,0,0,0,0,0,2007,11.607326140391713,0,0,0,1,0,0,0,1,0
2550,50,RM,60.0,9600,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,6,8,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,Rec,Unf,780.0,Ex,Y,1416,1,Gd,Typ,missing,Detchd,400.0,Y,0,24,0,0,0,2006,11.960811288962345,0,0,0,1,0,1,0,1,0
293,50,RM,50.0,9140,HLS,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,5,Gable,Wd Sdng,0.0,TA,TA,BrkTil,Mn,BLQ,Unf,629.0,Fa,Y,1107,1,TA,Typ,missing,Detchd,625.0,Y,0,56,0,200,0,2010,11.608235644774552,0,0,0,1,0,1,0,1,0
111,20,RL,80.0,9600,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,VinylSd,172.0,TA,TA,CBlock,No,Rec,Unf,1232.0,TA,Y,1232,1,TA,Typ,missing,Attchd,490.0,Y,0,224,0,0,0,2010,11.865341351988578,1,0,0,1,0,1,0,1,0
819,60,RL,79.0,12420,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,GLQ,Unf,944.0,Ex,Y,1840,1,Gd,Typ,missing,Attchd,622.0,Y,0,45,0,0,0,2009,12.345834587905333,1,0,0,1,0,1,0,1,0
1927,70,RM,53.0,9863,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,6,Gambrel,Wd Sdng,0.0,TA,TA,BrkTil,No,LwQ,Rec,728.0,TA,Y,1642,1,TA,Typ,Gd,Detchd,374.0,Y,0,0,0,0,0,2007,11.884489021402711,0,0,0,1,0,1,0,1,0
477,60,RL,68.253174,16545,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,731.0,Gd,TA,PConc,Mn,GLQ,Unf,1284.0,Ex,Y,2450,1,Gd,Typ,TA,Attchd,1069.0,Y,0,126,0,0,0,2009,12.736700896592344,1,0,0,1,0,1,0,0,0
754,20,RL,65.0,25095,Low,Inside,ClearCr,Norm,1Fam,1Story,5,8,Flat,Wd Sdng,0.0,TA,TA,CBlock,Gd,GLQ,Unf,1437.0,Ex,Y,1473,1,Ex,Typ,Gd,Attchd,452.0,Y,0,48,0,60,0,2009,11.870599909242044,0,0,0,1,0,1,0,0,0
490,20,RL,76.0,9139,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,Hip,VinylSd,206.0,Gd,TA,PConc,Av,GLQ,Unf,1422.0,Ex,Y,1432,1,Gd,Typ,Gd,Attchd,492.0,Y,297,50,0,0,0,2009,12.409013489526863,1,0,0,1,0,1,1,0,0
2759,70,RL,60.0,9550,Lvl,Corner,Crawfor,Norm,1Fam,2Story,7,5,Gable,Wd Sdng,0.0,TA,TA,BrkTil,No,ALQ,Unf,756.0,Gd,Y,1717,1,Gd,Typ,Gd,Detchd,642.0,Y,0,35,272,0,0,2006,11.84939770159144,0,0,0,1,0,1,0,0,0
1917,30,RM,60.0,7200,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,8,Gable,VinylSd,279.0,TA,TA,CBlock,No,Unf,Unf,808.0,Ex,Y,1072,1,TA,Typ,Gd,Detchd,379.0,Y,0,0,0,0,0,2007,11.77528972943772,0,0,0,1,0,1,1,1,0
127,20,RL,78.0,7800,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,Gable,HdBoard,200.0,TA,TA,PConc,No,LwQ,Unf,1268.0,Gd,Y,1268,1,TA,Typ,Gd,Attchd,244.0,Y,0,98,0,0,0,2010,11.790557201568507,1,0,0,1,0,1,0,1,0
982,20,RL,68.253174,47280,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,5,Hip,AsbShng,44.0,TA,TA,CBlock,No,Unf,Unf,1488.0,Gd,Y,1488,1,TA,Typ,TA,Attchd,738.0,Y,0,0,180,0,0,2008,11.79810440720389,1,0,0,1,0,1,0,0,0
2499,20,RL,65.0,11050,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,Wd Sdng,0.0,TA,TA,CBlock,No,LwQ,Unf,1005.0,Ex,Y,1005,1,TA,Typ,TA,Attchd,319.0,Y,0,0,0,288,0,2006,11.801856756822442,1,0,0,1,0,1,0,1,0
2186,20,RL,67.0,8368,HLS,Inside,Timber,Norm,1Fam,1Story,7,5,Gable,VinylSd,0.0,Gd,TA,PConc,No,Unf,Unf,1689.0,Ex,Y,1689,1,Gd,Typ,missing,Attchd,433.0,Y,100,39,0,0,0,2007,12.353254815881487,0,0,0,1,1,1,0,0,0
214,20,RL,65.0,7832,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,Hip,HdBoard,0.0,TA,TA,CBlock,No,GLQ,Unf,864.0,Ex,Y,864,1,TA,Typ,missing,Detchd,280.0,Y,226,0,0,0,0,2010,11.829559359371776,1,0,0,1,0,1,0,1,0
364,60,RL,68.253174,12388,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,7,Gable,Plywood,229.0,TA,TA,CBlock,No,ALQ,Unf,1043.0,TA,Y,2673,1,Gd,Typ,TA,BuiltIn,441.0,Y,178,84,0,0,0,2009,12.425208175446844,0,0,0,1,0,1,0,0,0
481,60,RL,79.0,9085,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,Gable,VinylSd,286.0,Gd,TA,PConc,No,GLQ,Unf,1070.0,Ex,Y,2061,1,Gd,Typ,TA,Attchd,647.0,Y,296,102,209,0,0,2009,12.468436909997665,0,0,0,1,0,1,0,1,0
2544,20,RL,70.0,7000,Lvl,Inside,NAmes,Street,1Fam,1Story,5,6,Gable,Wd Sdng,0.0,TA,TA,CBlock,No,BLQ,Unf,864.0,Gd,Y,864,1,TA,Typ,missing,Attchd,336.0,Y,0,0,0,0,0,2006,11.56171562913966,1,0,0,1,0,1,0,1,0
1827,20,RL,80.0,8800,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,Hip,HdBoard,202.0,TA,TA,CBlock,No,BLQ,Unf,1174.0,Ex,Y,1200,1,TA,Typ,TA,Attchd,440.0,Y,0,0,0,0,0,2007,12.004568269319446,1,0,0,1,0,1,0,1,0
1907,60,RL,69.0,7590,Lvl,Inside,NAmes,Pos,1Fam,2Story,5,5,Gable,VinylSd,288.0,TA,TA,CBlock,No,ALQ,Unf,864.0,TA,Y,1812,1,TA,Typ,TA,Attchd,264.0,Y,0,168,0,0,0,2007,12.040608205802641,1,0,0,1,0,1,0,1,0
978,60,RL,77.0,11198,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9,5,Hip,VinylSd,245.0,Gd,TA,PConc,No,Unf,Unf,1122.0,Ex,Y,2504,1,Ex,Typ,Gd,BuiltIn,656.0,Y,144,39,0,0,0,2008,12.691580461311874,0,0,0,1,0,1,0,0,0
1053,60,RL,68.253174,8396,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,196.0,Gd,TA,PConc,No,Unf,Unf,847.0,Ex,Y,1986,1,Gd,Typ,Gd,BuiltIn,434.0,Y,120,48,0,0,0,2008,12.269047444691562,1,0,0,1,0,1,0,0,0
2396,120,RL,50.0,7175,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,Gable,Plywood,0.0,Gd,TA,PConc,No,GLQ,Unf,1398.0,Gd,Y,1398,1,Gd,Typ,missing,Attchd,542.0,Y,0,46,0,0,0,2006,12.05524975579559,0,0,0,1,0,1,0,1,0
1793,20,RL,80.0,12000,Lvl,Inside,Veenker,Norm,1Fam,1Story,7,6,Hip,VinylSd,600.0,Gd,TA,CBlock,No,GLQ,Unf,2002.0,Ex,Y,2362,1,Gd,Typ,TA,Attchd,546.0,Y,180,16,0,0,0,2007,12.449018824140563,1,0,0,1,0,1,0,1,0
518,20,RL,63.0,13072,Lvl,Inside,SawyerW,RRe,1Fam,1Story,5,5,Gable,VinylSd,0.0,TA,TA,PConc,No,Unf,Unf,1114.0,Ex,Y,1114,1,Gd,Typ,missing,Other,0.0,Y,0,39,0,0,0,2009,11.863582336583399,1,0,0,0,0,1,0,1,0
771,80,RL,74.0,10778,Lvl,Inside,SawyerW,Street,1Fam,Sep,7,6,Gable,HdBoard,0.0,Gd,TA,PConc,No,GLQ,ALQ,1054.0,Gd,Y,1061,1,Gd,Typ,missing,Attchd,462.0,Y,114,36,0,0,0,2009,11.99535161421452,0,0,0,1,0,1,0,0,0
1634,20,RL,107.0,14450,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,Gable,CemntBd,315.0,Ex,TA,PConc,Gd,Unf,Unf,2121.0,Ex,Y,2121,1,Ex,Typ,Ex,Attchd,732.0,Y,124,98,0,142,0,2007,12.936751613811438,0,0,0,1,1,1,0,1,0
2056,20,RL,60.0,8428,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,7,Gable,VinylSd,0.0,TA,Gd,PConc,No,GLQ,Unf,990.0,Ex,Y,990,1,TA,Typ,missing,Detchd,384.0,Y,256,0,0,0,0,2007,11.891361900690473,1,0,0,1,0,1,0,0,0
776,60,RL,85.0,10560,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,5,Gable,VinylSd,0.0,Gd,Gd,PConc,No,GLQ,Unf,1079.0,Ex,Y,1879,1,Gd,Typ,TA,Attchd,473.0,Y,400,100,144,0,0,2009,12.387977448827787,0,0,0,1,0,1,0,1,0
2165,30,RM,46.0,3672,Lvl,Inside,IDOTRR,Street,1Fam,1Story,5,7,Gable,Stucco,0.0,TA,TA,BrkTil,No,Unf,Unf,816.0,Ex,Y,816,1,TA,Typ,missing,Detchd,100.0,N,0,0,96,0,0,2007,11.227906509937931,0,0,0,0,0,1,0,1,0
